Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Cascade Délices,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Waterfall|http://schema.org/Landform,-20.936215,55.633918,,97441#Sainte-Suzanne,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/c3c7d9e0-4100-3465-a50a-28a2dd2702a3
Cascade Niagara,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Waterfall|http://schema.org/Landform,-20.92057,55.603821,,97441#Sainte-Suzanne,,,,,Soubik,ADT Réunion,2022-06-13,,,,https://data.datatourisme.fr/54/d8a61569-d159-31a8-bf4f-2b30de8847b2
Port de Saint-Pierre,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#MooringArea,-21.345885,55.475425,,97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2023-02-26,,,Le premier port de l'île.,https://data.datatourisme.fr/54/c70ad805-274f-354e-9793-696647118521
Plage de Saint-Pierre,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.344406,55.472565,,97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2023-02-26,,,Un lagon et une plage de sable blanc au pied de la ville,https://data.datatourisme.fr/54/c0c9e487-b4cb-34b3-b7d8-df8f9cfe2d9c
Plage Citerne 46,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.177315,55.28699,,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2023-02-26,,,Plage lagon ombragée,https://data.datatourisme.fr/54/c8608a14-78f7-38c7-ad58-4d23088866b6
Plage de Saint-Leu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Beach|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.165303,55.286014,,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2023-02-26,,,Le lagon - A l'ombre des filaos,https://data.datatourisme.fr/54/da6e69ed-d733-3749-9722-65fb6fe0355c
Souffleur,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.217166,55.28817,,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/3f2a4898-bfb0-3d78-abec-8b65fca7da62
Port de Saint-Leu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#MooringArea,-21.168705,55.28611,,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/b598da16-6b23-3ae2-8bdc-4ec615d8cb26
Tour des Roches - Le Moulin à Eau,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-20.9987,55.304011,,97460#Saint-Paul,,,,,Soubik,ADT Réunion,2023-02-26,,,Route pittoresque qui rattache le monde présent au passé,https://data.datatourisme.fr/54/ac089d29-54cd-3304-ae73-0c6b82cc150d
Cimetière Marin de Saint-Paul,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.014804,55.261194,,97460#Saint-Paul,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/880af81b-d803-3b50-918c-75e354be6d44
Débarcadère de Saint-Paul,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.008267,55.269393,,97460#Saint-Paul,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/caabf463-6c8d-3616-aae8-17b698c3498e
Cap Lahoussaye,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.01799,55.237466,,97460#Saint-Paul,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/48bb80b5-18d0-318c-b7d6-fdbc35db7a81
Piton d'Anchaing,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Mountain|http://schema.org/Landform,-21.044,55.500461,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,le Piton d'Anchaing culmine à 1356 mètres d'altitude,https://data.datatourisme.fr/54/af5cd421-2835-33c3-af84-76f024fc7478
Trou de Fer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#PointOfView|http://schema.org/Landform,-21.037804,55.555272,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/86b7407d-9dd2-3628-9509-10d440a93a19
Place de la Mairie et de l'Eglise Notre Dame de l'Assomption,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,-21.028035,55.539164,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/98104ddf-090e-3b53-a649-2a775012ae02
Cascade Blanche,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Waterfall|http://schema.org/Landform,-21.007965,55.583411,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/5b781215-0a6a-3ede-890f-4a337f6d0d87
Voile de la Mariée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Waterfall|http://schema.org/Landform,-21.039401,55.536248,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/646e3e7e-f9de-3802-94fa-1a1e4b582ea4
Gros Morne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Mountain|http://schema.org/Landform,-21.086111,55.466111,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/8f7b9ba3-fc42-34ea-bc7c-8bd2fedae908
Col des Bœufs,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Col|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.071147,55.448214,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/10e6ee2f-5ccb-39e1-9e1d-31fe0971f883
Mare à Poule d'Eau,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Pond|https://www.datatourisme.fr/ontology/core#Source|http://schema.org/Landform,-21.051662,55.525521,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/051dfe43-a691-3cb6-b28c-a4a1df51d4f4
Les Trois Cascades,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Waterfall|http://schema.org/Landform,-21.07122,55.51469,,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/1994f4dd-f364-3378-b9c1-00acdfb815a4
L'aire du Tabac,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#PointOfView|http://schema.org/Landform,-21.09844,55.266352,,97422#Saint-Paul,,,,,Soubik,ADT Réunion,2023-02-26,,,Un point du vue d'exception le long de la route des Tamarins,https://data.datatourisme.fr/54/3699b93f-10a3-38d1-95a2-dd35e6d1b231
Piton de l'Eau,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Pond|https://www.datatourisme.fr/ontology/core#Source|http://schema.org/Landform,-21.175313,55.68522,,97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/022a40db-b93e-3f2e-8243-632c8c54a9ba
Forêts de Bébour-Bélouve,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Forest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.082098,55.544114,,97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/8dabadcd-7705-3e26-9563-3a385a27cbea
Bassin des Hirondelles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Pond|https://www.datatourisme.fr/ontology/core#Source|http://schema.org/Landform,-21.104275,55.54689,,97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/bb99551d-af52-30e7-a8ad-cc45b44370b1
Piton des Songes,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Mountain|http://schema.org/Landform,-21.152797,55.61071,,97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/afd6b530-52ce-3205-8e7a-55752ccf8652
Bassin Bleu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Pond|https://www.datatourisme.fr/ontology/core#Source|http://schema.org/Landform,-21.083889,55.748045,,97437#Saint-Benoît,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/59748c14-85d0-36e4-8b9f-96e59ae6e2cd
Eglise de Sainte-Anne,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,-21.08012,55.742847,,97437#Saint-Benoît,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/40268df6-a964-31ab-b343-2458107f1f26
Chapelle Pointue,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ReligiousSite|https://www.datatourisme.fr/ontology/core#Church,-21.055922,55.26375,,97435#Saint-Paul,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/68d0ad7b-6a6e-30a9-a847-dff0081583b2
Port de la Pointe des Galets,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#MooringArea,-20.937713,55.282311,,97420#Le Port,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/61f715b2-ad63-3b75-9638-f5aa65eb20aa
Fenêtre,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#PointOfView|http://schema.org/Landform,-21.185062,55.432881,,97421#Saint-Louis,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/6419eab1-33f1-3ccd-a3dc-e5ab61f9a8b2
Trois Bancs,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#PointOfView|http://schema.org/Landform,-20.888848,55.436738,,97417#Saint-Denis,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/3d2556e6-9861-3739-9a41-8570f5a15f7f
Parc du Colorado,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-20.903144,55.425553,,97417#Saint-Denis,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/ff582a19-999c-341b-b3f1-dbb3bcb460aa
Cap Noir,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#PointOfView|http://schema.org/Landform,-20.992978,55.389721,,97419#La Possession,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/cddfc3ce-a50a-338f-b60d-98f44a706605
Grand Bassin,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#Pond|https://www.datatourisme.fr/ontology/core#Source|http://schema.org/Landform,-21.18074,55.534771,,97430#Le Tampon,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/a76dd9f0-79a8-3fec-be05-317af7ddda9b
Port de Sainte-Marie,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#MooringArea,-20.893005,55.53608,,97438#Sainte-Marie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/abc55ae9-d5ab-32cd-ad6a-0195ef403a8a
Plaine des Fougères,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Forest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-20.972458,55.524238,,97438#Sainte-Marie,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/095cc6ae-9838-3e89-982a-141c45f8129d
Belvédère de Bois-Court,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|https://www.datatourisme.fr/ontology/core#PointOfView|http://schema.org/Landform,-21.190399,55.53687,,97418#Le Tampon,,,,,Soubik,ADT Réunion,2023-02-26,,,,https://data.datatourisme.fr/54/ba9319b8-c394-354e-a2c2-56c5fadcee81
Table (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.02734568,55.22718459,"32, rue de Boucan Canot",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-05-04,Table (La)#+33 2 62 33 44 44#hotel@boucancanot.com#http://www.boucancanot.com/,,,https://data.datatourisme.fr/54/e613e768-e531-3d6a-9281-c57f9d0d0e6a
Coin d'Antan (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.999805,55.676575,"87 bis, rue des Limites",97412#Bras-Panon,,,,,Soubik,ADT Réunion,2019-10-10,Coin d'Antan (Le)#+33 2 62 72 00 69##,,,https://data.datatourisme.fr/54/e67344e6-43c4-3a64-b89c-f35912d28189
Spa l'Arbre du Voyageur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#FitnessCenter|http://schema.org/LocalBusiness,-21.003216,55.69151,"Centre commercial Sam-Lock, Bat C -  n°22 15 route nationale 2",97412#Bras-Panon,,,,,Soubik,ADT Réunion,2019-10-10,Spa l'Arbre du Voyageur#+33 2 62 56 67 19#arbreduvoyageur97412@yahoo.fr#http://www.arbreduvoyageur.fr/,,,https://data.datatourisme.fr/54/e6970855-4a0d-3500-a183-f5570a03c742
Joyaux du Lagon (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.09928251,55.24572614,"58 bis, rue des Scalaires",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Joyaux du Lagon (Les)#+33 2 62 33 91 78##http://www.joyauxdulagon.fr/,,,https://data.datatourisme.fr/54/e6ea9857-a3cf-3961-8a1a-3b15a7fb895f
Capucin,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.09929135,55.24570679,"58 bis, rue des Scalaires",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Capucin#+33 6 92 98 88 19##,,,https://data.datatourisme.fr/54/3413d8fc-7c58-301d-a86b-75a2e041ef0b
Cool Location,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.886003,55.480084,107 bis rue Léopold Rambaud,97490#Saint-Denis,,,,,Soubik,ADT Réunion,2021-02-11,Cool Location#+33 2 62 28 55 55#direction@cool-location.re#https://www.cool-location.fr/,,,https://data.datatourisme.fr/54/e7059393-3d6d-3dd6-9a2b-c5d2d01daeea
Lagon Bleu (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.349017,55.511429,"20, chemin Maxime Rivière - La Cafrine",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Lagon Bleu (Le)#+33 2 62 31 17 73##,,,https://data.datatourisme.fr/54/e71e7e41-2d3e-3557-a4c8-4f0fe93e0934
Résidence les Mers du Sud,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.34370428,55.47122615,"27, boulevard Hubert Delisle",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Résidence les Mers du Sud#+33 2 62 25 39 09#mers-du-sud@wanadoo.fr#http://www.mers-du-sud.com/,,,https://data.datatourisme.fr/54/e7763feb-235d-36f6-92a8-43d37adcb856
Restaurant Le Braisier,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.00187,55.677428,"3, rue des Lilas - ZI",97412#Bras-Panon,,,,,Soubik,ADT Réunion,2019-10-10,Restaurant Le Braisier#+33 2 62 90 17 53##,,,https://data.datatourisme.fr/54/e910594c-bc05-30a5-be04-c66e961cffb8
Domaine Tinamour,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.150838,55.344961,"56, chemin Vaudeville",97416#Saint-Leu,,,,,Soubik,ADT Réunion,2019-10-10,Domaine Tinamour#+33 6 92 88 15 23#domainetinamour@hotmail.fr#http://www.domainetinamour.re.sitew.com/,,,https://data.datatourisme.fr/54/e92f5139-9abe-3880-9208-cf25152771ba
Villa Belle,http://schema.org/BedAndBreakfast|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.334525,55.478612,"45, rue Rodier",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Villa Belle#+33 6 92 65 89 99#villabelle@wanadoo.fr#http://villabelle.e-monsite.com/,,,https://data.datatourisme.fr/54/39446d52-da00-3dfa-a827-6a03b7913c73
Récrée Idéale (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.374294,55.624379,37 rue Hyppolite Foucque,97480#Saint-Joseph,,,,,Soubik,ADT Réunion,2019-10-10,Récrée Idéale (La)#+33 2 62 40 19 23##,,,https://data.datatourisme.fr/54/396ef050-641a-3557-b7b3-4e3237c3c393
Star Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.29587537,55.5085216,"88, Condé 400 - Ancienne RN 3",97432#Saint-Pierre,,,,,Soubik,ADT Réunion,2023-01-17,Star Hôtel#+33 2 62 27 20 69##,,,https://data.datatourisme.fr/54/397c1489-664d-36fa-ade0-8a6a8164193d
Caz à Salades (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.876545,55.450445,"72, rue Juliette Dodu",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2022-03-10,Caz à Salades (La)#+33 2 62 41 69 52#direction@lacazasalades.re#https://lacazasalades.re/,,,https://data.datatourisme.fr/54/397d7bfb-4b14-3f77-ac5f-29095465c5a9
Marmite Lontan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.202,55.601,"200, route du Volcan",97418#Le Tampon,,,,,Soubik,ADT Réunion,2022-07-04,Marmite Lontan#+33 6 92 60 51 38##,,,https://data.datatourisme.fr/54/3994ae21-7005-3165-803e-e816541b05e7
Avis Réunion - Agence du Port,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.935292,55.316406,"83, rue Jules Verne - ZI n°2 - BP: 8",97420#Le Port,,,,,Soubik,ADT Réunion,2021-07-13,Avis Réunion - Agence du Port#+33 2 62 31 20 00#port@avisreunion.com#https://www.avisreunion.com/,,,https://data.datatourisme.fr/54/39ff6ba4-fc38-3ddc-9563-754767c39a40
Chez Dana,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.889641,55.452852,"48, rue Ruisseau des Noirs",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Chez Dana#+33 6 92 73 14 65##,,,https://data.datatourisme.fr/54/39ffa2f0-b9d3-37f3-acab-0872aaf0df1e
Compagnie Théâtrale Conflore,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-20.94364459,55.68097666,Départementale 47 Chemin Champ Borne - Coure de la Mairie Annexe,97440#Saint-André,,,,,Soubik,ADT Réunion,2019-10-10,Compagnie Théâtrale Conflore#+33 6 92 53 10 43#theatreconflore@wanadoo.fr#http://www.theatreconflore.fr/,,,https://data.datatourisme.fr/54/3a5a459c-548c-3c0c-bff5-6cfb6d8ed4cc
